Species	T6SS	Count
Halomonas_sp._PA16-9	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Polynucleobacter_sp._QLW-P1FAT50C-4	TssK	1
Aquitalea_sp._THG-DN7.12	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycobacterium_tuberculosis_TKK_02_0049	TssL	1
Streptococcus_lutetiensis_033	TssC,TssK	2
Salmonella_enterica_subsp._enterica_serovar_Typhi_str._Ty21a	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycobacterium_orygis_strain_MUHC/MB/EPTB/Orygis/51145	TssL	1
Isoptericola_variabilis_225	TssK	1
Corynebacterium_ammoniagenes_strain_KCCM_40472	TssL	1
Xanthomonas_cassavae_CFBP_4642	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssK,TssL,TssM	10
Geobacter_sp._M21	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL	9
Phreatobacter_stygius_strain_KCTC_52518	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Shimwellia_blattae_strain_NCTC10965	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Hydrogenophaga_sp._SL48	TssG,TssK	2
Paenibacillus_agaridevorans_strain_HCL2020	TssA,TssE	2
Pseudochrobactrum_sp._C150915_17	TssE	1
Pseudomonas_synxantha_strain_10586	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_sp._URMO17WK12:I11	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Staphylococcus_sp._SM3655	TssE	1
Legionella_longbeachae_NSW150	TssL,TssM	2
Sporosarcina_sp._P37_strain_P37	TssE	1
Haloarculaceae_archaeon_HSR-Est	TssE	1
Saccharopolyspora_erythraea_strain_NRRL_23338	TssL	1
Acidipropionibacterium_jensenii_strain_FAM_19038	TssL	1
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._SA20100239	TssM	1
Pseudarthrobacter_sp._NIBRBAC000502770	TssK	1
Oceanospirillaceae_bacterium_xL5	TssE	1
Azospira_sp._Azo-2	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Staphylococcus_sp._MZ7	TssE	1
Haemophilus_influenzae_10810	TssB	1
Staphylococcus_sp._T93	TssE	1
Mycobacterium_tuberculosis_PanR0203	TssL	1
Erythrobacter_sp._Alg231-14_strain_Erythrobacter_sp._Alg231_14	TssE,TssL	2
Pseudomonas_aeruginosa_PA38182	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Rhodoferax_sp._MIZ03	TssG	1
Ensifer_alkalisoli_strain_YIC4027	TssL	1
Planctomycetes_bacterium_Mal65	TssE	1
Panacibacter_ginsenosidivorans_strain_Gsoil1550	TssD	1
Clostridioides_difficile	TssC	1
Shewanella_sp._FJAT-51754	TssC	1
Salmonella_enterica_subsp._enterica_serovar_Dublin_strain_CVM_22429	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Microvirga_sp._VF16	TssE	1
Martelella_sp._NC18	TssE,TssL	2
Porphyrobacter_sp._YT40	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Pectobacterium_parmentieri_strain_HC	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Prevotella_jejuni_strain_F0106	TssB,TssC,TssE,TssF	4
Arcobacter_trophiarum_LMG_25534	TssL	1
Flavobacterium_sp._BB8	TssE	1
Campylobacter_subantarcticus_LMG_24374	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Burkholderia_pseudomallei_MSHR840	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Streptomyces_sp._2114.2	TssE	1
Elizabethkingia_meningoseptica_strain_F2_strain_not_collected	TssB,TssC,TssE,TssF,TssG	5
Mycobacterium_sp._DL592	TssL	1
Brucella_sp._09RB8471_strain_09RB8471	TssE	1
Acinetobacter_sp._10FS3-1	TssA,TssK,TssL	3
Deinococcus_sp._TS-293	TssE	1
Pseudescherichia_vulneris_strain_4928STDY7071515	TssA,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	9
Microbacterium_schleiferi_strain_A32-1	TssL	1
Amycolatopsis_keratiniphila_strain_FH_1893	TssE,TssM	2
Prevotella_ruminicola_strain_KHP1	TssL	1
Xanthomonas_hortorum_pv._carotae_str._M081	TssE	1
Amycolatopsis_sp._DSM_110486	TssE,TssJ,TssK,TssL	4
Pusillimonas_sp._T7-7	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Rhodococcus_sp._PSBB066	TssE,TssL	2
Aggregatibacter_segnis_ATCC_33393_strain_NCTC10977_strain_NCTC_10977	TssB	1
Acinetobacter_calcoaceticus_PHEA-2	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Pseudomonas_putida_JB	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycobacteroides_abscessus_subsp._bolletii_BD	TssL	1
Treponema_sp._nC27_bin.160.fa	TssD	1
Baekduia_soli_strain_BR7-21	TssD,TssE,TssF	3
Corynebacterium_geronticis_strain_W8	TssL	1
Micrococcales_bacterium_LRZ-2	TssE	1
Pseudomonas_graminis_strain_PgKB30	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120677	TssD,TssE,TssM	3
Chthonomonas_calidirosea_T49	TssB	1
Gammaproteobacteria_bacterium_bin107	TssK	1
Vibrio_cyclitrophicus_strain_ECSMB14105	TssK	1
Pseudomonas_sp._MS586	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudarthrobacter_sp._NIBRBAC000502771	TssK	1
Azospira_sp._Azo-3	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Escherichia_coli_O111:NM_strain_FWSEC0005	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Staphylococcus_sp._MZ8	TssE	1
Bartonella_vinsonii_subsp._berkhoffii_str._Winnie	TssE	1
Planctomycetes_bacterium_TBK1r	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL	8
Micromonospora_aurantiaca_ATCC_27029	TssE,TssM	2
Campylobacter_iguaniorum_strain_2463D	TssE	1
Tenacibaculum_jejuense_strain_type_strain:_KCTC_22618	TssE	1
Prevotella_veroralis_strain_F0319	TssC,TssE,TssF	3
Escherichia_coli_'BL21-Gold(DE3)pLysS_AG'	TssD,TssE,TssL	3
Thermomonas_sp._XSG	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL	8
Fusobacterium_nucleatum_subsp._vincentii_strain_KCOM_2931	TssE	1
Bacillus_subtilis_KCTC_1028	TssE	1
Prochlorococcus_marinus_str._MIT_9303	TssE	1
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120544	TssA,TssD,TssE,TssG,TssM	5
Serratia_odorifera_strain_NCTC11214	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_resinovorans_NBRC_106553	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Calothrix_parasitica_NIES-267	TssE,TssJ	2
Haemophilus_sp._oral_taxon_036_strain_F0629	TssB	1
Actinopolyspora_erythraea_strain_YIM_90600	TssB	1
Ammonifex_degensii_KC4	TssE	1
Tetragenococcus_osmophilus_strain_JCM_31126	TssL	1
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._SA20083456	TssA,TssD,TssE,TssG,TssM	5
Geobacter_sulfurreducens_PCA_v2	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL	9
Clostridium_sp._SY8519	TssE	1
Bordetella_bronchiseptica_MO149	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycobacterium_canettii_CIPT_140060008	TssL	1
Streptomyces_hygroscopicus_subsp._jinggangensis_5008	TssE	1
Corynebacterium_argentoratense_DSM_44202	TssL	1
Wolbachia_endosymbiont_of_Culex_quinquefasciatus_Pel_strain_wPip	TssE	1
Paenibacillus_sp._S25	TssL	1
Teredinibacter_turnerae_T7901	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Megasphaera_elsdenii_strain_NCIMB702410	TssE	1
Acidovorax_avenae_subsp._avenae_strain_AA78_5	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120590	TssA,TssD,TssE,TssG,TssM	5
Salmonella_enterica_subsp._enterica_serovar_Antsalova_str._S01-0511_strain_S01-0511	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Tsukamurella_paurometabola_DSM_20162	TssL	1
Marinobacter_sp._THAF39	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Desulfatibacillum_alkenivorans_AK-01	TssK	1
Streptomyces_autolyticus_strain_CGMCC0516	TssE	1
Aeromonas_hydrophila_71317	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Campylobacter_hyointestinalis_subsp._lawsonii_CCUG_27631	TssE	1
Streptomyces_sp._WAC_01438	TssE	1
Pseudoalteromonas_translucida_KMM_520	TssB	1
Paracoccus_denitrificans_R-1	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Cyanothece_sp._PCC_7822	TssB,TssE,TssF,TssL	4
Mycobacterium_avium_subsp._avium_2285_(S)_2285_(S)	TssL	1
Prolixibacteraceae_bacterium_WC007	TssD,TssE,TssJ	3
Enterobacter_cloacae_complex_sp._FDA-CDC-AR_0164	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Halorussus_sp._ZS-3	TssE	1
Pseudomonas_sp._AK6U	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Campylobacter_jejuni_subsp._jejuni_14991B	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Streptomyces_sp._S1D4-23_strain_Microscale_soil_grain	TssE	1
Legionella_sp._PC1000	TssL,TssM	2
Rhizobium_sp._B21/90	TssJ	1
Francisella_tularensis_subsp._holarctica_F92	TssB,TssK,TssL	3
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._SA20121703	TssA,TssD,TssE,TssG,TssM	5
Pandoraea_pnomenusa_strain_DSM-16536	TssE,TssL	2
Mycolicibacter_minnesotensis_strain_JCM_17932	TssE	1
Pseudarthrobacter_sp._NIBRBAC000502772	TssE	1
Staphylococcus_sp._MZ9	TssE	1
Acidaminococcus_intestini_strain_MGYG-HGUT-01440	TssE	1
Candidatus_Nucleicultrix_amoebiphila_FS5_strain_FS5	TssA,TssB,TssE,TssF,TssG,TssK,TssL	7
Leptolyngbya_boryana_IU_594	TssB,TssE,TssL	3
Rhodobacter_sphaeroides_KD131	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Cryomorphaceae_bacterium_A20-9	TssK	1
Mycobacterium_tuberculosis_PanR0205	TssL	1
Uruburuella_testudinis_CCUG_63373m	TssE	1
Campylobacter_sp._CFSAN093238	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Neisseria_gonorrhoeae_strain_1291	TssE	1
Xylella_fastidiosa_M12	TssE	1
Streptomyces_sp._BSE6.1	TssE,TssL	2
Paenibacillus_sp._12200R-189	TssD	1
Lactobacillus_johnsonii_FI9785	TssD	1
Buttiauxella_agrestis_strain_DSM_9389	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Acidovorax_sp._HDW3	TssE,TssG	2
Clostridium_difficile_BI1	TssC	1
Pseudomonas_aeruginosa_B136-33	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycobacterium_sp._ELW1	TssL	1
Dickeya_solani_IPO_2222	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Streptacidiphilus_sp._PB12-B1b	TssE,TssF	2
Salinimonas_sp._HMF8227	TssB,TssE	2
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_var._5-_str._CFSAN001921	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mesorhizobium_sp._M7D.F.Ca.US.005.01.1.1	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Desulfovibrio_sp._86	TssE	1
Croceicoccus_sp._YJ47	TssE,TssL	2
Agrobacterium_sp._B7.6	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Microbacterium_sp._BH3-3-3	TssL	1
Sphaerotilus_natans_subsp._sulfidivorans_strain_D-507	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Rhodanobacter_sp._FDAARGOS_1247_strain_FDAARGOS_1247_strain_Not_applicable	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssK,TssL,TssM	10
Aeribacillus_pallidus_strain_KCTC3564	TssC	1
Enterobacter_aerogenes_strain_CAV1320	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Leptotrichia_sp._oral_taxon_498	TssE	1
Campylobacter_jejuni_subsp._jejuni_IA3902	TssB	1
Treponema_brennaborense_DSM_12168	TssE	1
Blattabacterium_sp._(Periplaneta_americana)_str._BPLAN	TssE	1
Olleya_sp._HaHaR_3_96	TssB,TssC,TssE,TssF,TssK	5
Agrobacterium_sp._B19.1.4	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Arthrobacter_sp._TES	TssE,TssG	2
Burkholderia_caribensis_strain_MWAP64	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Methanosarcina_lacustris_Z-7289	TssL	1
Salmonella_enterica_subsp._enterica_serovar_Paratyphi_B_str._SPB7	TssD,TssE	2
Geomonas_sp._RG2	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL	9
Psychrobacillus_sp._INOP01	TssB	1
Pseudomonas_sp._RR6	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Chryseobacterium_lactis_strain_G0197	TssB,TssC,TssE,TssF,TssG,TssK	6
Streptomyces_sp._GF20	TssE	1
Capnocytophaga_sp._oral_taxon_878_strain_F0545	TssB,TssC,TssE,TssF,TssG,TssK	6
Xenorhabdus_nematophila_AN6/1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Gordonia_pseudoamarae_strain_BEN371	TssM	1
Streptomyces_glaucescens_GLA.O	TssE,TssF,TssL	3
Acidimicrobium_ferrooxidans_DSM_10331	TssE	1
Pseudomonas_sp._MT-1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Aquisalimonas_sp._2447	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Candidatus_Paracaedibacteraceae_bacterium_'Lake_Konstanz'	TssA,TssB,TssE,TssF,TssG,TssK,TssL	7
Pleurocapsa_sp._PCC_7327	TssA	1
Stenotrophomonas_sp._ZAC14A_NAIMI4_1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Actinobacillus_lignieresii_strain_NCTC10568	TssE	1
Oscillibacter_sp._NSJ-62	TssE	1
Corynebacterium_glutamicum_strain_AJ1511	TssA,TssE,TssL	3
Klebsiella_sp._P1954	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycobacterium_tuberculosis_PanR0206	TssL	1
Klebsiella_sp._M5al_strain_M5al	TssD,TssE,TssK	3
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20121986	TssA,TssD,TssE,TssG,TssM	5
Pseudomonas_fuscovaginae_strain_LMG_2158	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Burkholderia_dolosa_PC543	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Legionella_pneumophila_11052018-5	TssL,TssM	2
Escherichia_coli_O55:H7_str._RM12579	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Orientia_tsutsugamushi_str._Gilliam	TssG	1
Bacillus_sp._FJAT-18017	TssE,TssM	2
Klebsiella_pneumoniae_subsp._ozaenae_strain_AR_0096	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Ralstonia_solanacearum_CFBP2957	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Hahella_sp._KA22	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Prevotella_buccalis_FDAARGOS_1588	TssB,TssC,TssE,TssF	4
Campylobacter_subantarcticus_LMG_24377	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Aeromonas_sp._FDAARGOS_1402_strain_Not_applicable	TssJ	1
Burkholderia_dolosa_FDAARGOS_1463	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Saccharomonospora_sp._31sw	TssL	1
Dactylosporangium_vinaceum_NRRL_B-16297	TssE	1
Clostridium_botulinum_202F	TssB,TssE	2
Paenibacillus_sp._M-152	TssL	1
Pseudenhygromyxa_sp._WMMC2535	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Leeuwenhoekiella_sp._ZYFB001	TssD,TssE	2
Tenacibaculum_maritimum_strain_NCIMB_2154T	TssB,TssC,TssE,TssF,TssK	5
Oscillatoriales_cyanobacterium_JSC-12	TssA,TssE	2
Meiothermus_taiwanensis_WR-220	TssE,TssL	2
Aeromonas_sp._1805	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Serratia_entomophila_A1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Rhizobacter_gummiphilus_strain_NBRC_109400	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Chloroflexus_sp._Y-400-fl	TssE,TssL	2
Sandaracinobacter_sp._M6	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Spirosoma_montaniterrae_strain_DY10	TssB,TssC,TssE,TssF,TssG,TssL	6
Streptomyces_sp._ASO4wet	TssE,TssL	2
Geomonas_sp._RG3	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL	9
Metallosphaera_hakonensis_strain_HO1-1	TssB	1
Erwinia_sp._E602	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Flavobacterium_sp._KK2020170	TssL	1
Halomicrobium_sp._LC1Hm	TssG	1
Thioalkalivibrio_sulfidophilus_HL-EbGr7	TssE	1
Xylanimonas_cellulosilytica_DSM_15894	TssE	1
Tenacibaculum_dicentrarchi_strain_AY7486TD	TssC	1
Alicyclobacillus_acidocaldarius_subsp._acidocaldarius_DSM_446	TssL	1
Microbacterium_oryzae_strain_MB-10	TssE,TssL	2
Prevotella_intermedia_strain_17-2	TssB,TssC,TssE,TssF,TssL	5
Bacillus_subtilis_subsp._natto_BN0	TssA	1
Candidatus_Phytoplasma_luffae_strain_NCHU2019	TssB	1
Mycobacterium_parmense_strain_JCM_14742	TssL	1
Pseudomonas_sp._COR54	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Corynebacterium_segmentosum_strain_NCTC934	TssL	1
Spirosoma_sp._KCTC_42546	TssB,TssC,TssD,TssE,TssF,TssG	6
Mycobacterium_kansasii_662	TssL	1
Microbacterium_sp._L-031	TssL	1
Mycobacterium_tuberculosis_PanR0207	TssL	1
Pseudomonas_arsenicoxydans_strain_ACM1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Escherichia_coli_O103_str._RM10042	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Bartonella_australis_Aust/NH1	TssE	1
Ralstonia_solanacearum_MolK2	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Granulicella_sp._5B5	TssL	1
Paenibacillus_sp._FSL_P4-0081	TssE	1
Neisseria_sp._KEM232	TssE	1
Mycobacterium_kansasii_FDAARGOS_1534	TssL	1
Herbaspirillum_rubrisubalbicans_strain_DSM_11543	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Cytophagales_bacterium_Alg240-R148	TssE	1
Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycobacterium_bovis_BCG_str._Pasteur_1173P2	TssL	1
Flavobacterium_sp._XS-5	TssE	1
Selenomonas_ruminantium_subsp._lactilytica_TAM6421	TssE,TssL	2
Salmonella_enterica_subsp._diarizonae_serovar_65:c:z_str._SA20044251_strain_SA20044251	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Chryseobacterium_sp._DH-B6	TssB,TssC,TssE,TssF,TssG,TssK	6
Tardiphaga_sp._vice304	TssE,TssL	2
Mycobacterium_tuberculosis_H37RvAE	TssL	1
Escherichia_coli_H20_strain_MIN6	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Rhodospirillaceae_bacterium_strain_ECT2AJA-110-B	TssB,TssE	2
Pseudomonas_nitroreducens_strain_HBP1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Legionella_pneumophila_subsp._fraseri	TssL,TssM	2
Shewanella_sp._FJAT-53720	TssD,TssL	2
Pantoea_rwandensis_ND04	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Micromonospora_echinospora_strain_DSM_43816	TssE,TssF,TssL	3
Chloracidobacterium_sp._BV2-C	TssA	1
Variovorax_paradoxus_S110	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Geobacillus_sp._GHH01	TssB,TssE	2
Acidovorax_avenae_subsp._avenae_ATCC_19860	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Clostridium_sp._BNL1100	TssE	1
Parabacteroides_distasonis_ATCC_8503	TssE	1
Erythrobacter_sp._HKB08	TssE	1
Bordetella_parapertussis_Bpp5	TssF,TssG,TssJ,TssK,TssL,TssM	6
Paenibacillus_polymyxa_SC2	TssL	1
Labrenzia_sp._THAF35	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Francisella_tularensis_subsp._novicida_D9876	TssB,TssK,TssL,TssM	4
Nocardia_tengchongensis_strain_CFH_S0057	TssL	1
Streptomyces_anulatus_YINM00001	TssA,TssE	2
Clavibacter_michiganensis_LMG7333	TssE	1
Streptomyces_viridifaciens_strain_ATCC_11989	TssA,TssE	2
Yersinia_pestis_3770	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Cobetia_pacifica_strain_GPM2	TssB,TssF	2
Salmonella_enterica_subsp._enterica_serovar_Apapa_str._SA20060561_strain_SA20060561	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_salegens_strain_CECT_8338	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycobacterium_tuberculosis_PanR0208	TssL	1
Amycolatopsis_albispora_strain_WP1	TssL	1
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120548	TssA,TssD,TssE,TssG,TssM	5
Cellulophaga_sp._L1A9	TssC,TssE,TssF,TssK	4
Escherichia_coli_O121_str._RM8352	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Arachidicoccus_ginsenosidivorans_strain_Gsoil_809	TssL	1
Pasteurella_multocida_subsp._gallicida_strain_NCTC10204	TssE	1
Pseudomonas_sp._31-12	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Bifidobacterium_coryneforme_strain_LMG_18911	TssM	1
Planctomycetes_bacterium_Pan216	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL	8
Streptomyces_sp._W1SF4	TssE	1
Streptomyces_sp._GS7	TssE	1
Agarivorans_gilvus_strain_WH0801	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Aeromonas_enteropelogenes_FDAARGOS_1459	TssD	1
Bacillus_megaterium_DSM_319	TssB	1
Desulfovibrio_vulgaris_str._'Miyazaki_F'	TssE	1
Pseudomonas_sp._BJP69	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Streptomyces_seoulensis_HEK131	TssE,TssF	2
Nostoc_sp._'Peltigera_membranacea_cyanobiont_N6'	TssE	1
Melioribacter_roseus_P3M-2	TssE	1
Hydrogenobaculum_sp._Y04AAS1	TssL	1
Streptococcus_pneumoniae_SPN033038	TssE	1
Herbivorax_saccincola_strain_GGR1	TssA,TssB	2
Pseudomonas_aeruginosa_c7447m	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Bdellovibrio_bacteriovorus_strain_109J	TssL	1
Sediminicola_sp._YIK13	TssE	1
bacterium_symbiont_of_Cryptopsaras_couesii	TssC	1
Geoalkalibacter_subterraneus_Red1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Streptomyces_sp._NA04227	TssD,TssE,TssL	3
Streptomyces_sp._fd1-xmd_strain_fd1-xmd	TssE,TssF,TssJ	3
Natrialba_magadii_ATCC_43099	TssE	1
Turneriella_parva_DSM_21527	TssF,TssM	2
Salmonella_enterica_subsp._enterica_serovar_Blockley_strain_159838	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Rhizobium_sp._N731	TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	8
Roseovarius_sp._SCSIO_43702	TssB	1
Pseudomonas_sp._COW77	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Serratia_sp._MYb239	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Vibrio_tritonius_strain_JCM_16456	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Rhizobium_etli_CIAT_652	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Escherichia_coli_PCN061	TssE,TssG,TssL	3
Yersinia_pestis_790	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Acinetobacter_dispersus_strain_NCCP_16014	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Bacillus_subtilis_subsp._subtilis_strain_168G	TssE	1
Streptococcus_sp._CNU_G2	TssC	1
Yersinia_rohdei_YRA	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Azospirillum_sp._TSA2s_strain_TSA2S	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Saprospiraceae_bacterium_strain_SSA7	TssE	1
